index,maquina,data
7125,20,2015-06-08
7764,22,2015-03-06
30812,85,2015-02-03
14355,40,2015-02-27
23027,63,2015-11-03
2414,7,2015-08-05
14615,40,2015-11-14
31615,87,2015-04-15
7408,21,2015-03-17
27957,77,2015-04-19
31815,87,2015-11-01
34925,96,2015-04-26
1109,4,2015-01-11
5413,15,2015-10-09
10766,30,2015-05-15
30810,85,2015-02-01
922,3,2015-07-09
2777,8,2015-08-02
17984,50,2015-01-26
26214,72,2015-07-16
13855,38,2015-10-18
7956,22,2015-09-12
25882,71,2015-08-19
17099,47,2015-08-28
10428,29,2015-06-12
14157,39,2015-08-14
10919,30,2015-10-14
21781,60,2015-06-09
35637,98,2015-04-05
17936,49,2015-12-10
21027,58,2015-05-18
5922,17,2015-02-25
31133,85,2015-12-21
18197,50,2015-08-27
11024,31,2015-01-26
35367,97,2015-07-10
31007,85,2015-08-17
20260,56,2015-04-14
35688,98,2015-05-25
29190,80,2015-09-01
33866,93,2015-06-05
29949,82,2015-09-28
17386,48,2015-06-10
8722,24,2015-10-16
817,3,2015-03-26
25368,70,2015-03-25
794,3,2015-03-03
7555,21,2015-08-10
27599,76,2015-04-27
15338,42,2015-11-05
2399,7,2015-07-21
154,1,2015-06-04
36399,100,2015-05-03
8022,22,2015-11-17
25672,71,2015-01-22
7761,22,2015-03-03
5084,14,2015-11-16
13858,38,2015-10-21
17427,48,2015-07-21
18348,51,2015-01-24
33658,92,2015-11-10
14904,41,2015-08-29
4169,12,2015-05-20
9328,26,2015-06-10
2060,6,2015-08-18
15967,44,2015-07-25
23729,65,2015-10-03
34690,95,2015-09-04
12592,35,2015-05-07
34984,96,2015-06-24
11016,31,2015-01-18
12041,33,2015-11-04
7070,20,2015-04-14
2433,7,2015-08-24
17610,49,2015-01-19
34733,95,2015-10-17
23988,66,2015-06-17
21096,58,2015-07-26
26841,74,2015-04-01
1000,3,2015-09-25
6907,19,2015-11-03
2927,8,2015-12-30
13549,37,2015-12-17
6932,19,2015-11-28
26981,74,2015-08-19
277,1,2015-10-05
10909,30,2015-10-04
13739,38,2015-06-24
6422,18,2015-07-07
17012,47,2015-06-02
6345,18,2015-04-21
9643,27,2015-04-20
11914,33,2015-06-30
6838,19,2015-08-26
21957,60,2015-12-02
9362,26,2015-07-14
33711,93,2015-01-01
5505,16,2015-01-06
34926,96,2015-04-27
17933,49,2015-12-07
13710,38,2015-05-26
3365,10,2015-03-11
32140,88,2015-09-20
29939,82,2015-09-18
7971,22,2015-09-27
6156,17,2015-10-16
21034,58,2015-05-25
19633,54,2015-07-28
9568,27,2015-02-04
20590,57,2015-03-08
29178,80,2015-08-20
36439,100,2015-06-12
18060,50,2015-04-12
8212,23,2015-05-25
7618,21,2015-10-12
28858,79,2015-10-05
8068,23,2015-01-01
4302,12,2015-09-30
30919,85,2015-05-21
26046,72,2015-01-29
17351,48,2015-05-06
32840,90,2015-08-18
4500,13,2015-04-14
31975,88,2015-04-09
23825,66,2015-01-06
29509,81,2015-07-16
6337,18,2015-04-13
33744,93,2015-02-03
34503,95,2015-03-01
35540,97,2015-12-30
32337,89,2015-04-03
24371,67,2015-07-04
29034,80,2015-03-29
24475,67,2015-10-16
125,1,2015-05-06
15179,42,2015-05-30
17352,48,2015-05-07
15909,44,2015-05-28
4436,13,2015-02-10
9535,27,2015-01-02
21656,60,2015-02-04
21917,60,2015-10-23
3827,11,2015-06-14
5828,16,2015-11-24
30052,83,2015-01-08
28838,79,2015-09-15
5045,14,2015-10-08
2876,8,2015-11-09
20147,55,2015-12-23
15225,42,2015-07-15
18929,52,2015-08-26
31124,85,2015-12-12
17521,48,2015-10-23
8353,23,2015-10-13
21110,58,2015-08-09
35937,99,2015-01-27
14672,41,2015-01-09
12513,35,2015-02-17
32558,89,2015-11-10
34185,94,2015-04-19
22552,62,2015-07-18
18359,51,2015-02-04
25523,70,2015-08-27
23681,65,2015-08-16
1555,5,2015-04-01
2025,6,2015-07-14
29092,80,2015-05-26
2818,8,2015-09-12
17004,47,2015-05-25
5507,16,2015-01-08
34654,95,2015-07-30
35704,98,2015-06-10
25216,69,2015-10-25
11315,31,2015-11-13
21238,58,2015-12-15
9195,26,2015-01-28
27783,76,2015-10-28
15310,42,2015-10-08
26220,72,2015-07-22
14861,41,2015-07-17
19529,54,2015-04-15
35888,98,2015-12-10
16916,47,2015-02-26
29790,82,2015-04-22
4607,13,2015-07-30
34126,94,2015-02-19
32635,90,2015-01-25
30664,84,2015-09-09
3549,10,2015-09-11
2455,7,2015-09-15
19819,55,2015-01-29
6594,18,2015-12-26
30544,84,2015-05-12
36214,99,2015-10-31
23192,64,2015-04-16
8803,25,2015-01-04
33958,93,2015-09-05
21132,58,2015-08-31
30088,83,2015-02-13
27280,75,2015-06-13
25797,71,2015-05-26
34976,96,2015-06-16
35325,97,2015-05-29
11650,32,2015-10-11
29157,80,2015-07-30
35997,99,2015-03-28
1602,5,2015-05-18
9784,27,2015-09-08
1971,6,2015-05-21
36290,100,2015-01-14
20611,57,2015-03-29
20153,55,2015-12-29
6654,19,2015-02-23
24322,67,2015-05-16
13018,36,2015-07-05
29445,81,2015-05-13
20588,57,2015-03-06
27695,76,2015-08-01
13566,38,2015-01-02
21947,60,2015-11-22
14756,41,2015-04-03
3428,10,2015-05-13
4088,12,2015-02-28
18438,51,2015-04-24
9073,25,2015-09-29
25540,70,2015-09-13
24349,67,2015-06-12
27237,75,2015-05-01
9430,26,2015-09-20
28163,77,2015-11-11
14453,40,2015-06-05
24182,66,2015-12-28
32718,90,2015-04-18
28032,77,2015-07-03
56,1,2015-02-26
35649,98,2015-04-17
15027,41,2015-12-30
29623,81,2015-11-07
22653,62,2015-10-27
14089,39,2015-06-07
3296,10,2015-01-01
21702,60,2015-03-22
33115,91,2015-05-18
1192,4,2015-04-04
22453,62,2015-04-10
35975,99,2015-03-06
4643,13,2015-09-03
18991,52,2015-10-27
22822,63,2015-04-12
27506,76,2015-01-24
9680,27,2015-05-27
28726,79,2015-05-26
8336,23,2015-09-26
16618,46,2015-05-05
22743,63,2015-01-24
4064,12,2015-02-04
8755,24,2015-11-18
17271,48,2015-02-15
23150,64,2015-03-05
32886,90,2015-10-02
25690,71,2015-02-08
5951,17,2015-03-26
35678,98,2015-05-15
7342,21,2015-01-10
33219,91,2015-08-30
35246,97,2015-03-11
27857,77,2015-01-09
25249,69,2015-11-27
18895,52,2015-07-23
20616,57,2015-04-03
21260,59,2015-01-05
27430,75,2015-11-10
1949,6,2015-04-29
159,1,2015-06-09
31008,85,2015-08-18
2380,7,2015-07-02
13315,37,2015-04-27
32575,89,2015-11-27
9933,28,2015-02-03
443,2,2015-03-19
6438,18,2015-07-23
30388,83,2015-12-09
6997,20,2015-01-31
4033,12,2015-01-05
31663,87,2015-06-02
25098,69,2015-06-29
26449,73,2015-03-06
21827,60,2015-07-25
6747,19,2015-05-27
32107,88,2015-08-19
24724,68,2015-06-21
8347,23,2015-10-07
22729,63,2015-01-10
20005,55,2015-08-03
18368,51,2015-02-13
7362,21,2015-01-30
10152,28,2015-09-10
26579,73,2015-07-14
36571,100,2015-10-22
158,1,2015-06-08
31280,86,2015-05-16
30273,83,2015-08-16
19657,54,2015-08-21
18761,52,2015-03-11
11066,31,2015-03-09
9468,26,2015-10-28
694,2,2015-11-24
35727,98,2015-07-02
11075,31,2015-03-18
31588,87,2015-03-19
25599,70,2015-11-11
646,2,2015-10-07
23991,66,2015-06-20
16268,45,2015-05-21
14073,39,2015-05-22
308,1,2015-11-05
33137,91,2015-06-09
6100,17,2015-08-21
17169,47,2015-11-06
20255,56,2015-04-09
22013,61,2015-01-26
34919,96,2015-04-20
17419,48,2015-07-13
26088,72,2015-03-12
607,2,2015-08-29
8131,23,2015-03-05
32248,89,2015-01-04
24998,69,2015-03-21
24900,68,2015-12-14
3413,10,2015-04-28
29651,81,2015-12-05
19723,54,2015-10-26
3132,9,2015-07-22
4653,13,2015-09-13
23580,65,2015-05-08
6530,18,2015-10-23
31974,88,2015-04-08
12011,33,2015-10-05
33257,91,2015-10-07
34691,95,2015-09-05
13137,36,2015-11-01
26741,73,2015-12-23
21033,58,2015-05-24
3183,9,2015-09-11
33176,91,2015-07-18
21019,58,2015-05-10
30608,84,2015-07-15
14466,40,2015-06-18
30534,84,2015-05-02
10402,29,2015-05-17
6084,17,2015-08-05
9705,27,2015-06-21
13749,38,2015-07-04
593,2,2015-08-15
25870,71,2015-08-07
29670,81,2015-12-24
14526,40,2015-08-17
12933,36,2015-04-11
625,2,2015-09-16
8945,25,2015-05-26
17578,48,2015-12-19
5707,16,2015-07-26
7519,21,2015-07-06
35463,97,2015-10-14
11866,33,2015-05-13
637,2,2015-09-28
23977,66,2015-06-06
10306,29,2015-02-10
680,2,2015-11-10
27844,76,2015-12-28
34055,93,2015-12-11
28050,77,2015-07-21
11076,31,2015-03-19
4880,14,2015-04-26
24347,67,2015-06-10
2664,8,2015-04-11
14025,39,2015-04-04
4347,12,2015-11-14
1904,6,2015-03-15
26040,72,2015-01-23
202,1,2015-07-22
6901,19,2015-10-28
30598,84,2015-07-05
2751,8,2015-07-07
20302,56,2015-05-26
16621,46,2015-05-08
4549,13,2015-06-02
1365,4,2015-09-24
19368,53,2015-11-06
7603,21,2015-09-27
14948,41,2015-10-12
7898,22,2015-07-16
25257,69,2015-12-05
34222,94,2015-05-26
19583,54,2015-06-08
4369,12,2015-12-06
26680,73,2015-10-23
9469,26,2015-10-29
23857,66,2015-02-07
24233,67,2015-02-16
13007,36,2015-06-24
24553,68,2015-01-01
2106,6,2015-10-03
27799,76,2015-11-13
31740,87,2015-08-18
13648,38,2015-03-25
14754,41,2015-04-01
16389,45,2015-09-19
2271,7,2015-03-15
35051,96,2015-08-30
18535,51,2015-07-30
28395,78,2015-06-30
25962,71,2015-11-07
21606,59,2015-12-17
6086,17,2015-08-07
33724,93,2015-01-14
36419,100,2015-05-23
11141,31,2015-05-23
7433,21,2015-04-11
18835,52,2015-05-24
18676,51,2015-12-18
12689,35,2015-08-12
28179,77,2015-11-27
12808,35,2015-12-08
32009,88,2015-05-13
23072,63,2015-12-18
15839,44,2015-03-19
10954,30,2015-11-18
20295,56,2015-05-19
18012,50,2015-02-23
2435,7,2015-08-26
15221,42,2015-07-11
33851,93,2015-05-21
3176,9,2015-09-04
6618,19,2015-01-18
33022,91,2015-02-14
2221,7,2015-01-24
32420,89,2015-06-25
31055,85,2015-10-04
25824,71,2015-06-22
29547,81,2015-08-23
11133,31,2015-05-15
11683,32,2015-11-13
6362,18,2015-05-08
6206,17,2015-12-04
25748,71,2015-04-07
13928,38,2015-12-29
15349,42,2015-11-16
5279,15,2015-05-28
7029,20,2015-03-04
6771,19,2015-06-20
32755,90,2015-05-25
29826,82,2015-05-28
20314,56,2015-06-07
31973,88,2015-04-07
5367,15,2015-08-24
31627,87,2015-04-27
8850,25,2015-02-20
13349,37,2015-05-31
35344,97,2015-06-17
31894,88,2015-01-18
20823,57,2015-10-27
24567,68,2015-01-15
6724,19,2015-05-04
22691,62,2015-12-04
29419,81,2015-04-17
12001,33,2015-09-25
24467,67,2015-10-08
5689,16,2015-07-08
6423,18,2015-07-08
2819,8,2015-09-13
27929,77,2015-03-22
21740,60,2015-04-29
32500,89,2015-09-13
13331,37,2015-05-13
16027,44,2015-09-23
36257,99,2015-12-13
14475,40,2015-06-27
34643,95,2015-07-19
25319,70,2015-02-04
29330,81,2015-01-18
29653,81,2015-12-07
13407,37,2015-07-28
30934,85,2015-06-05
8196,23,2015-05-09
26465,73,2015-03-22
30316,83,2015-09-28
5890,17,2015-01-24
796,3,2015-03-05
778,3,2015-02-15
15924,44,2015-06-12
15486,43,2015-04-01
34583,95,2015-05-20
27673,76,2015-07-10
33782,93,2015-03-13
35878,98,2015-11-30
12677,35,2015-07-31
32925,90,2015-11-10
20652,57,2015-05-09
4758,13,2015-12-26
11729,32,2015-12-29
30329,83,2015-10-11
28948,80,2015-01-02
4252,12,2015-08-11
12029,33,2015-10-23
22320,61,2015-11-29
26922,74,2015-06-21
30521,84,2015-04-19
4972,14,2015-07-27
14552,40,2015-09-12
19600,54,2015-06-25
8167,23,2015-04-10
20479,56,2015-11-18
11492,32,2015-05-07
10074,28,2015-06-24
26517,73,2015-05-13
936,3,2015-07-23
5905,17,2015-02-08
11953,33,2015-08-08
213,1,2015-08-02
35579,98,2015-02-06
32685,90,2015-03-16
28057,77,2015-07-28
21236,58,2015-12-13
31913,88,2015-02-06
18437,51,2015-04-23
22100,61,2015-04-23
24109,66,2015-10-16
24263,67,2015-03-18
20697,57,2015-06-23
34357,94,2015-10-08
2838,8,2015-10-02
29369,81,2015-02-26
15166,42,2015-05-17
22824,63,2015-04-14
29851,82,2015-06-22
27417,75,2015-10-28
13679,38,2015-04-25
3935,11,2015-09-30
34266,94,2015-07-09
6600,18,2016-01-01
12301,34,2015-07-21
35798,98,2015-09-11
36471,100,2015-07-14
10964,30,2015-11-28
11704,32,2015-12-04
8537,24,2015-04-14
3316,10,2015-01-21
6601,19,2015-01-01
14419,40,2015-05-02
10388,29,2015-05-03
33054,91,2015-03-18
23353,64,2015-09-24
2868,8,2015-11-01
13367,37,2015-06-18
3118,9,2015-07-08
10372,29,2015-04-17
30290,83,2015-09-02
33043,91,2015-03-07
17618,49,2015-01-27
27078,74,2015-11-24
2051,6,2015-08-09
6988,20,2015-01-22
34112,94,2015-02-05
16198,45,2015-03-12
2634,8,2015-03-12
24762,68,2015-07-29
25633,70,2015-12-15
26666,73,2015-10-09
26288,72,2015-09-28
11784,33,2015-02-20
6609,19,2015-01-09
32490,89,2015-09-03
28696,79,2015-04-26
26241,72,2015-08-12
16810,46,2015-11-13
23026,63,2015-11-02
34767,95,2015-11-20
19080,53,2015-01-22
934,3,2015-07-21
31952,88,2015-03-17
29151,80,2015-07-24
25946,71,2015-10-22
31932,88,2015-02-25
8409,23,2015-12-08
7946,22,2015-09-02
4509,13,2015-04-23
28644,79,2015-03-05
9687,27,2015-06-03
20891,58,2015-01-02
12208,34,2015-04-19
26836,74,2015-03-27
7782,22,2015-03-23
17666,49,2015-03-16
18202,50,2015-09-01
31441,86,2015-10-24
17520,48,2015-10-22
22963,63,2015-08-31
4628,13,2015-08-20
28351,78,2015-05-17
8615,24,2015-07-01
1645,5,2015-06-30
22879,63,2015-06-08
14278,39,2015-12-13
584,2,2015-08-06
14577,40,2015-10-07
22417,62,2015-03-05
20914,58,2015-01-25
20168,56,2015-01-12
18302,50,2015-12-10
6046,17,2015-06-28
14778,41,2015-04-25
29343,81,2015-01-31
28356,78,2015-05-22
19297,53,2015-08-27
6445,18,2015-07-30
4034,12,2015-01-06
32078,88,2015-07-21
3357,10,2015-03-03
28335,78,2015-05-01
28687,79,2015-04-17
31826,87,2015-11-12
21242,58,2015-12-19
27285,75,2015-06-18
9985,28,2015-03-27
4219,12,2015-07-09
10435,29,2015-06-19
33836,93,2015-05-06
3179,9,2015-09-07
17693,49,2015-04-12
33991,93,2015-10-08
29345,81,2015-02-02
5058,14,2015-10-21
2412,7,2015-08-03
5030,14,2015-09-23
3380,10,2015-03-26
2599,8,2015-02-05
23186,64,2015-04-10
26231,72,2015-08-02
14056,39,2015-05-05
20821,57,2015-10-25
29520,81,2015-07-27
9052,25,2015-09-08
8638,24,2015-07-24
16232,45,2015-04-15
22108,61,2015-05-01
30777,84,2015-12-31
25392,70,2015-04-18
31157,86,2015-01-13
1553,5,2015-03-30
32618,90,2015-01-08
22463,62,2015-04-20
12636,35,2015-06-20
31665,87,2015-06-04
7148,20,2015-07-01
917,3,2015-07-04
3490,10,2015-07-14
20960,58,2015-03-12
27277,75,2015-06-10
21988,61,2015-01-01
16264,45,2015-05-17
31606,87,2015-04-06
8183,23,2015-04-26
15287,42,2015-09-15
35314,97,2015-05-18
36294,100,2015-01-18
15208,42,2015-06-28
10432,29,2015-06-16
30375,83,2015-11-26
24212,67,2015-01-26
32440,89,2015-07-15
23269,64,2015-07-02
6644,19,2015-02-13
33966,93,2015-09-13
28670,79,2015-03-31
29394,81,2015-03-23
17274,48,2015-02-18
5419,15,2015-10-15
19625,54,2015-07-20
4980,14,2015-08-04
10529,29,2015-09-21
1086,3,2015-12-20
15934,44,2015-06-22
34659,95,2015-08-04
10861,30,2015-08-17
16818,46,2015-11-21
22194,61,2015-07-26
34599,95,2015-06-05
13368,37,2015-06-19
24050,66,2015-08-18
8222,23,2015-06-04
2216,7,2015-01-20
28803,79,2015-08-11
4838,14,2015-03-15
24767,68,2015-08-03
19786,54,2015-12-28
24616,68,2015-03-05
13779,38,2015-08-03
28334,78,2015-04-30
26569,73,2015-07-04
35930,99,2015-01-20
32046,88,2015-06-19
8144,23,2015-03-18
32388,89,2015-05-24
29740,82,2015-03-03
21372,59,2015-04-27
34716,95,2015-09-30
9796,27,2015-09-20
162,1,2015-06-12
22954,63,2015-08-22
472,2,2015-04-16
16354,45,2015-08-15
15000,41,2015-12-03
22901,63,2015-06-30
29049,80,2015-04-13
27928,77,2015-03-21
6788,19,2015-07-07
1321,4,2015-08-11
29757,82,2015-03-20
21144,58,2015-09-12
6041,17,2015-06-23
18180,50,2015-08-10
5816,16,2015-11-12
1380,4,2015-10-09
33605,92,2015-09-18
2009,6,2015-06-28
22080,61,2015-04-03
24331,67,2015-05-25
35754,98,2015-07-29
10783,30,2015-06-01
27763,76,2015-10-08
20485,56,2015-11-24
14713,41,2015-02-19
30817,85,2015-02-08
14132,39,2015-07-20
17987,50,2015-01-29
2154,6,2015-11-20
7648,21,2015-11-11
1177,4,2015-03-20
4558,13,2015-06-11
30597,84,2015-07-04
4048,12,2015-01-19
10284,29,2015-01-19
29944,82,2015-09-23
34793,95,2015-12-16
3311,10,2015-01-16
32294,89,2015-02-19
18644,51,2015-11-16
14127,39,2015-07-15
28859,79,2015-10-06
3714,11,2015-02-22
10184,28,2015-10-12
13636,38,2015-03-13
3440,10,2015-05-25
34761,95,2015-11-14
15765,44,2015-01-04
19769,54,2015-12-11
23411,64,2015-11-21
29938,82,2015-09-17
34280,94,2015-07-23
6074,17,2015-07-26
7592,21,2015-09-16
32703,90,2015-04-03
21453,59,2015-07-17
1733,5,2015-09-26
29387,81,2015-03-16
2315,7,2015-04-28
6604,19,2015-01-04
6481,18,2015-09-04
8793,24,2015-12-26
6750,19,2015-05-30
22381,62,2015-01-28
29843,82,2015-06-14
1683,5,2015-08-07
31215,86,2015-03-12
30060,83,2015-01-16
11622,32,2015-09-13
27033,74,2015-10-10
31749,87,2015-08-27
21744,60,2015-05-03
1362,4,2015-09-21
27648,76,2015-06-15
23774,65,2015-11-17
17180,47,2015-11-17
9434,26,2015-09-24
3321,10,2015-01-26
2844,8,2015-10-08
18229,50,2015-09-28
8911,25,2015-04-22
28296,78,2015-03-23
20793,57,2015-09-27
15704,43,2015-11-05
6398,18,2015-06-13
21575,59,2015-11-16
34857,96,2015-02-17
23137,64,2015-02-20
36454,100,2015-06-27
18874,52,2015-07-02
22567,62,2015-08-02
5404,15,2015-09-30
5376,15,2015-09-02
30516,84,2015-04-14
26412,73,2015-01-28
23119,64,2015-02-02
10745,30,2015-04-24
4942,14,2015-06-27
36519,100,2015-08-31
4651,13,2015-09-11
28840,79,2015-09-17
13155,36,2015-11-19
26691,73,2015-11-03
30555,84,2015-05-23
33390,92,2015-02-16
23601,65,2015-05-29
13207,37,2015-01-09
18870,52,2015-06-28
28848,79,2015-09-25
14294,39,2015-12-29
19149,53,2015-04-01
13443,37,2015-09-02
13654,38,2015-03-31
5529,16,2015-01-30
6971,20,2015-01-05
18674,51,2015-12-16
10176,28,2015-10-04
16168,45,2015-02-10
6324,18,2015-03-31
18047,50,2015-03-30
21303,59,2015-02-17
14328,40,2015-01-31
1002,3,2015-09-27
7581,21,2015-09-05
34443,94,2016-01-01
33482,92,2015-05-18
12448,34,2015-12-15
34806,95,2015-12-29
5009,14,2015-09-02
13345,37,2015-05-27
23389,64,2015-10-30
22026,61,2015-02-08
17695,49,2015-04-14
11270,31,2015-09-29
1788,5,2015-11-20
21615,59,2015-12-26
15677,43,2015-10-09
1603,5,2015-05-19
9230,26,2015-03-04
13547,37,2015-12-15
6134,17,2015-09-24
32788,90,2015-06-27
5262,15,2015-05-11
8894,25,2015-04-05
30721,84,2015-11-05
30742,84,2015-11-26
11512,32,2015-05-27
27608,76,2015-05-06
31111,85,2015-11-29
1992,6,2015-06-11
14418,40,2015-05-01
33833,93,2015-05-03
33072,91,2015-04-05
18096,50,2015-05-18
31729,87,2015-08-07
19346,53,2015-10-15
21816,60,2015-07-14
12868,36,2015-02-05
26257,72,2015-08-28
28928,79,2015-12-14
6799,19,2015-07-18
19212,53,2015-06-03
1524,5,2015-03-01
11254,31,2015-09-13
6862,19,2015-09-19
28784,79,2015-07-23
18322,50,2015-12-30
33616,92,2015-09-29
28099,77,2015-09-08
36540,100,2015-09-21
14191,39,2015-09-17
12427,34,2015-11-24
11585,32,2015-08-07
30793,85,2015-01-15
29644,81,2015-11-28
29885,82,2015-07-26
11088,31,2015-03-31
28434,78,2015-08-08
26389,73,2015-01-05
29896,82,2015-08-06
19864,55,2015-03-15
13574,38,2015-01-10
35460,97,2015-10-11
26767,74,2015-01-17
9315,26,2015-05-28
6054,17,2015-07-06
11280,31,2015-10-09
31951,88,2015-03-16
35959,99,2015-02-18
28522,78,2015-11-04
6215,17,2015-12-13
35437,97,2015-09-18
2554,7,2015-12-23
9670,27,2015-05-17
24401,67,2015-08-03
1826,5,2015-12-28
8604,24,2015-06-20
1114,4,2015-01-16
25443,70,2015-06-08
36573,100,2015-10-24
23800,65,2015-12-13
11941,33,2015-07-27
24946,69,2015-01-28
33457,92,2015-04-23
30859,85,2015-03-22
11807,33,2015-03-15
16708,46,2015-08-03
26012,71,2015-12-27
4654,13,2015-09-14
22998,63,2015-10-05
5003,14,2015-08-27
25891,71,2015-08-28
17853,49,2015-09-18
14024,39,2015-04-03
371,2,2015-01-06
2122,6,2015-10-19
2178,6,2015-12-14
33333,91,2015-12-22
17737,49,2015-05-26
8311,23,2015-09-01
29110,80,2015-06-13
141,1,2015-05-22
6918,19,2015-11-14
8080,23,2015-01-13
3432,10,2015-05-17
30032,82,2015-12-20
24346,67,2015-06-09
35909,98,2015-12-31
22172,61,2015-07-04
3707,11,2015-02-15
9518,26,2015-12-17
25945,71,2015-10-21
35473,97,2015-10-24
13176,36,2015-12-10
24244,67,2015-02-27
21912,60,2015-10-18
33641,92,2015-10-24
11912,33,2015-06-28
29754,82,2015-03-17
28359,78,2015-05-25
17383,48,2015-06-07
15683,43,2015-10-15
26806,74,2015-02-25
14160,39,2015-08-17
24026,66,2015-07-25
4313,12,2015-10-11
25483,70,2015-07-18
16585,46,2015-04-02
7344,21,2015-01-12
7207,20,2015-08-29
3818,11,2015-06-05
4452,13,2015-02-26
14763,41,2015-04-10
35948,99,2015-02-07
16735,46,2015-08-30
24836,68,2015-10-11
35879,98,2015-12-01
9909,28,2015-01-10
8216,23,2015-05-29
26009,71,2015-12-24
33249,91,2015-09-29
15905,44,2015-05-24
24526,67,2015-12-06
9466,26,2015-10-26
29581,81,2015-09-26
28887,79,2015-11-03
25930,71,2015-10-06
23531,65,2015-03-20
16709,46,2015-08-04
23506,65,2015-02-23
8042,22,2015-12-07
33164,91,2015-07-06
26461,73,2015-03-18
14903,41,2015-08-28
22402,62,2015-02-18
28073,77,2015-08-13
28777,79,2015-07-16
12341,34,2015-08-30
608,2,2015-08-30
23697,65,2015-09-01
15783,44,2015-01-22
3511,10,2015-08-04
3300,10,2015-01-05
15709,43,2015-11-10
26038,72,2015-01-21
22890,63,2015-06-19
242,1,2015-08-31
11925,33,2015-07-11
2125,6,2015-10-22
19184,53,2015-05-06
16443,45,2015-11-12
14318,40,2015-01-21
33739,93,2015-01-29
13680,38,2015-04-26
4394,12,2015-12-31
8621,24,2015-07-07
32523,89,2015-10-06
17308,48,2015-03-24
10981,30,2015-12-15
5596,16,2015-04-07
36377,100,2015-04-11
6685,19,2015-03-26
26723,73,2015-12-05
4749,13,2015-12-18
34704,95,2015-09-18
29681,82,2015-01-03
17336,48,2015-04-21
34600,95,2015-06-06
18502,51,2015-06-27
30030,82,2015-12-18
23799,65,2015-12-12
8128,23,2015-03-02
22662,62,2015-11-05
1938,6,2015-04-18
16069,44,2015-11-04
12642,35,2015-06-26
757,3,2015-01-25
19424,53,2016-01-01
8825,25,2015-01-26
34702,95,2015-09-16
33273,91,2015-10-23
6953,19,2015-12-19
8795,24,2015-12-28
17060,47,2015-07-20
11806,33,2015-03-14
8187,23,2015-04-30
11258,31,2015-09-17
9417,26,2015-09-07
10124,28,2015-08-13
33998,93,2015-10-15
17926,49,2015-11-30
11317,31,2015-11-15
15651,43,2015-09-13
3374,10,2015-03-20
25102,69,2015-07-03
22093,61,2015-04-16
12138,34,2015-02-08
11861,33,2015-05-08
30876,85,2015-04-08
35584,98,2015-02-11
23075,63,2015-12-21
17021,47,2015-06-11
1975,6,2015-05-25
8007,22,2015-11-02
20547,57,2015-01-24
33922,93,2015-07-31
16013,44,2015-09-09
28746,79,2015-06-15
30164,83,2015-04-30
8610,24,2015-06-26
28282,78,2015-03-09
22017,61,2015-01-30
35763,98,2015-08-07
25695,71,2015-02-13
10352,29,2015-03-28
15269,42,2015-08-28
27368,75,2015-09-09
26459,73,2015-03-16
23212,64,2015-05-06
16059,44,2015-10-25
10921,30,2015-10-16
18084,50,2015-05-06
9699,27,2015-06-15
12900,36,2015-03-09
34765,95,2015-11-18
767,3,2015-02-04
267,1,2015-09-25
22757,63,2015-02-06
9528,26,2015-12-27
6500,18,2015-09-23
35544,98,2015-01-02
7773,22,2015-03-15
8729,24,2015-10-23
1526,5,2015-03-03
8139,23,2015-03-13
36150,99,2015-08-28
23833,66,2015-01-14
13613,38,2015-02-18
33170,91,2015-07-12
2052,6,2015-08-10
8497,24,2015-03-05
6278,18,2015-02-13
12844,36,2015-01-12
12530,35,2015-03-06
10371,29,2015-04-16
28277,78,2015-03-04
14772,41,2015-04-19
16976,47,2015-04-27
13212,37,2015-01-14
17682,49,2015-04-01
17937,49,2015-12-11
326,1,2015-11-23
5256,15,2015-05-05
6220,17,2015-12-18
19002,52,2015-11-06
7176,20,2015-07-29
31283,86,2015-05-19
17879,49,2015-10-14
17279,48,2015-02-23
32878,90,2015-09-24
21557,59,2015-10-29
23537,65,2015-03-26
26341,72,2015-11-20
3615,10,2015-11-16
22503,62,2015-05-30
12945,36,2015-04-23
2802,8,2015-08-27
2955,9,2015-01-26
21240,58,2015-12-17
6651,19,2015-02-20
6831,19,2015-08-19
11206,31,2015-07-27
19990,55,2015-07-19
29909,82,2015-08-19
9555,27,2015-01-22
6721,19,2015-05-01
10513,29,2015-09-05
21558,59,2015-10-30
13743,38,2015-06-28
6265,18,2015-01-31
11239,31,2015-08-29
7085,20,2015-04-29
20022,55,2015-08-20
5347,15,2015-08-04
36484,100,2015-07-27
21889,60,2015-09-25
10946,30,2015-11-10
1943,6,2015-04-23
34835,96,2015-01-26
2073,6,2015-08-31
16576,46,2015-03-24
15115,42,2015-03-27
20888,57,2015-12-31
5226,15,2015-04-05
36137,99,2015-08-15
26913,74,2015-06-12
2581,8,2015-01-18
20194,56,2015-02-07
1577,5,2015-04-23
24591,68,2015-02-08
27197,75,2015-03-22
23632,65,2015-06-29
31210,86,2015-03-07
31916,88,2015-02-09
30214,83,2015-06-19
28861,79,2015-10-08
35622,98,2015-03-21
176,1,2015-06-26
28814,79,2015-08-22
5569,16,2015-03-11
19462,54,2015-02-07
21338,59,2015-03-24
29056,80,2015-04-20
22267,61,2015-10-07
11058,31,2015-03-01
10156,28,2015-09-14
29163,80,2015-08-05
12187,34,2015-03-29
33545,92,2015-07-20
36386,100,2015-04-20
4699,13,2015-10-29
