index,falha
13931,peca1
11354,peca1
28060,peca1
76,peca1
28879,peca1
11878,peca1
29731,peca1
24576,peca1
410,peca1
11614,peca1
25756,peca1
12245,peca1
34070,peca1
14121,peca1
34485,peca1
26446,peca1
18735,peca1
32837,peca1
10239,peca1
8118,peca1
35881,peca1
13486,peca1
20498,peca1
29887,peca1
26938,peca1
19797,peca1
33837,peca1
34722,peca1
4564,peca1
293,peca1
13606,peca1
7320,peca1
4613,peca1
17283,peca1
5676,peca1
7422,peca1
28863,peca1
30210,peca1
7547,peca1
26878,peca1
18098,peca1
31565,peca1
30154,peca1
1460,peca1
17976,peca1
23250,peca1
11840,peca1
14866,peca1
525,peca1
28234,peca1
8673,peca1
8137,peca1
6591,peca1
24999,peca1
32580,peca1
4204,peca1
2026,peca1
11899,peca1
32929,peca1
378,peca1
7060,peca1
20123,peca1
22921,peca1
18434,peca1
26308,peca1
17874,peca1
3782,peca1
36495,peca1
31130,peca1
24948,peca1
6322,peca1
8402,peca1
28756,peca1
3632,peca1
36289,peca1
3208,peca1
12124,peca1
21554,peca1
34404,peca1
22881,peca1
22777,peca1
21522,peca1
35250,peca1
33575,peca1
19237,peca1
5621,peca1
10800,peca1
5636,peca1
20512,peca1
18766,peca1
4896,peca1
3419,peca1
27580,peca1
19104,peca1
3894,peca1
11160,peca1
31063,peca1
13558,peca1
18937,peca1
25381,peca1
10293,peca1
24716,peca1
35931,peca1
25162,peca1
12578,peca1
23835,peca1
20962,peca1
4334,peca1
3098,peca1
2451,peca1
7413,peca1
21387,peca1
21124,peca1
25385,peca1
33598,peca1
9408,peca1
36198,peca1
3701,peca1
22907,peca1
16683,peca1
21950,peca1
16195,peca1
2356,peca1
25275,peca1
19874,peca1
34609,peca1
13419,peca1
4954,peca1
15054,peca1
20411,peca1
20680,peca1
9573,peca1
8151,peca1
29906,peca1
33408,peca1
33638,peca1
5761,peca1
2977,peca1
21873,peca1
36252,peca1
26935,peca1
7799,peca1
12626,peca1
5560,peca1
34050,peca1
29207,peca1
35827,peca1
19139,peca1
24579,peca1
898,peca1
36104,peca1
14378,peca1
35219,peca1
8777,peca1
13182,peca1
33863,peca1
30072,peca1
35586,peca1
12843,peca1
26955,peca1
17338,peca1
14694,peca1
3425,peca1
7204,peca1
34977,peca1
23873,peca1
25168,peca1
20378,peca1
20272,peca1
27067,peca1
18705,peca1
10243,peca1
23841,peca1
36007,peca1
31428,peca1
32999,peca1
19586,peca1
28748,peca1
8764,peca1
33865,peca1
4606,peca1
20548,peca1
3184,peca1
25795,peca1
31956,peca1
17436,peca1
14403,peca1
27717,peca1
31064,peca1
1119,peca1
17906,peca1
20294,peca1
19631,peca1
29312,peca1
33248,peca1
18706,peca1
20991,peca1
8570,peca1
24812,peca1
19168,peca1
29848,peca1
13377,peca1
23157,peca1
29406,peca1
9479,peca1
30563,peca1
1083,peca1
6935,peca1
9585,peca1
499,peca1
17286,peca1
3268,peca1
34966,peca1
4931,peca1
11276,peca1
6035,peca1
10042,peca1
17313,peca1
33369,peca1
7682,peca1
26150,peca1
13149,peca1
1299,peca1
15503,peca1
28252,peca1
7377,peca1
17036,peca1
31879,peca1
9367,peca1
15358,peca1
27162,peca1
14473,peca1
31536,peca1
10225,peca1
2318,peca1
34091,peca1
1886,peca1
5511,peca1
5653,peca1
10756,peca1
17324,peca1
35792,peca1
3777,peca1
8464,peca1
2728,peca1
7796,peca1
8432,peca1
24503,peca1
12047,peca1
30712,peca1
25742,peca1
1787,peca1
10507,peca1
13227,peca1
30460,peca1
9830,peca1
27329,peca1
9155,peca1
22828,peca1
16181,peca1
18225,peca1
33904,peca1
24623,peca1
16908,peca1
12032,peca1
35141,peca1
7905,peca1
15174,peca1
19047,peca1
35040,peca1
25892,peca1
19650,peca1
34594,peca1
34303,peca1
15868,peca1
2143,peca1
6850,peca1
9116,peca1
13822,peca1
30928,peca1
4218,peca1
28587,peca1
24950,peca1
29473,peca1
26923,peca1
7264,peca1
1089,peca1
34894,peca1
31451,peca1
15465,peca1
14153,peca1
32736,peca1
27055,peca1
6497,peca1
34475,peca1
29454,peca1
5366,peca1
26306,peca1
26887,peca1
16144,peca1
24258,peca1
23106,peca1
34681,peca1
33987,peca1
35397,peca1
21563,peca1
34436,peca1
25056,peca1
10710,peca1
19031,peca1
33080,peca1
9999,peca1
4396,peca1
16728,peca1
13159,peca1
34636,peca1
36368,peca1
23586,peca1
30027,peca1
30069,peca1
22739,peca1
18545,peca1
23374,peca1
14145,peca1
14484,peca1
12893,peca1
11602,peca1
33050,peca1
30556,peca1
23357,peca1
2668,peca1
4605,peca1
17989,peca1
19805,peca1
22112,peca1
2806,peca1
5593,peca1
24985,peca1
30490,peca1
25324,peca1
23209,peca1
28957,peca1
21532,peca1
27638,peca1
34582,peca1
9363,peca1
6722,peca1
21698,peca1
19656,peca1
12297,peca1
22420,peca1
35916,peca1
21877,peca1
20076,peca1
10491,peca1
29598,peca1
16867,peca1
18931,peca1
33056,peca1
5139,peca1
36561,peca1
8105,peca1
25899,peca1
8117,peca1
34456,peca1
22792,peca1
29621,peca1
33038,peca1
6394,peca1
28805,peca1
20053,peca1
20545,peca1
26644,peca1
28736,peca1
29641,peca1
15862,peca1
11587,peca1
18913,peca1
21383,peca1
31751,peca1
29318,peca1
36218,peca1
10434,peca1
20446,peca1
24373,peca1
18637,peca1
954,peca1
1066,peca1
36236,peca1
26457,peca1
1946,peca1
11699,peca1
24478,peca1
16498,peca1
34088,peca1
23444,peca1
24803,peca1
13656,peca1
17025,peca1
32537,peca1
19502,peca1
17,peca1
33849,peca1
8431,peca1
14999,peca1
14599,peca1
21520,peca1
31840,peca1
16204,peca1
11558,peca1
35127,peca1
20790,peca1
27250,peca1
24857,peca1
24275,peca1
27029,peca1
13945,peca1
1648,peca1
25887,peca1
11973,peca1
9714,peca1
25603,peca1
11944,peca1
30638,peca1
27198,peca1
28330,peca1
27827,peca1
34373,peca1
10660,peca1
23074,peca1
13981,peca1
35650,peca1
5614,peca1
21089,peca1
27326,peca1
24743,peca1
574,peca1
28959,peca1
10617,peca1
5389,peca1
18143,peca1
14292,peca1
27786,peca1
28404,peca1
22134,peca1
33929,peca1
11138,peca1
16300,peca1
35780,peca1
2574,peca1
5495,peca1
10638,peca1
27274,peca1
12848,peca1
22974,peca1
25488,peca1
35282,peca1
36196,peca1
10571,peca1
23379,peca1
31292,peca1
6289,peca1
13013,peca1
7467,peca1
17881,peca1
6431,peca1
25847,peca1
23297,peca1
34097,peca1
21491,peca1
14906,peca1
9671,peca1
34832,peca1
80,peca1
29366,peca1
31338,peca1
14745,peca1
29371,peca1
5986,peca1
25424,peca1
15480,peca1
3731,peca1
3852,peca1
11795,peca1
19133,peca1
23499,peca1
35774,peca1
32646,peca1
6599,peca1
1956,peca1
21407,peca1
9302,peca1
31852,peca1
14750,peca1
9826,peca1
2946,peca1
34961,peca1
14000,peca1
14513,peca1
19972,peca1
28917,peca1
17010,peca1
6012,peca1
22085,peca1
16080,peca1
36313,peca1
24450,peca1
15728,peca1
30962,peca1
10398,peca1
5673,peca1
35555,peca1
27977,peca1
20636,peca1
983,peca1
17072,peca1
34548,peca1
17812,peca1
29871,peca1
23823,peca1
21179,peca1
32362,peca1
36102,peca1
29300,peca1
23872,peca1
21040,peca1
7686,peca1
4858,peca1
12161,peca1
35875,peca1
29136,peca1
19742,peca1
18310,peca1
15544,peca1
11426,peca1
23569,peca1
5790,peca1
28406,peca1
17319,peca1
27200,peca1
533,peca1
11922,peca1
10531,peca1
2620,peca1
28983,peca1
34457,peca1
34836,peca1
4312,peca1
27413,peca1
24068,peca1
25526,peca1
23448,peca1
24779,peca1
8682,peca1
18447,peca1
31766,peca1
287,peca1
35967,peca1
18413,peca1
13798,peca1
28407,peca1
24983,peca1
5633,peca1
33107,peca1
19071,peca1
25660,peca1
13080,peca1
8088,peca1
30021,peca1
20952,peca1
12434,peca1
36329,peca1
32144,peca1
5014,peca1
4778,peca1
11945,peca1
8591,peca1
10898,peca1
11681,peca1
10038,peca1
5330,peca1
7214,peca1
36200,peca1
27593,peca1
31513,peca1
24029,peca1
17315,peca1
14803,peca1
15776,peca1
23347,peca1
22927,peca1
6494,peca1
17223,peca1
32298,peca1
17915,peca1
25949,peca1
20775,peca1
8045,peca1
28208,peca1
35468,peca1
4333,peca1
17243,peca1
10027,peca1
33802,peca1
18653,peca1
28338,peca1
18426,peca1
22261,peca1
32479,peca1
24659,peca1
14501,peca1
2885,peca1
8290,peca1
27466,peca1
10849,peca1
27010,peca1
10547,peca1
33087,peca1
3876,peca1
22472,peca1
15206,peca1
16037,peca1
4984,peca1
5902,peca1
21758,peca1
9286,peca1
8256,peca1
10103,peca1
34553,peca1
25109,peca1
10326,peca1
18149,peca1
5336,peca1
32778,peca1
30784,peca1
23303,peca1
6898,peca1
25729,peca1
1028,peca1
7128,peca1
26928,peca1
22248,peca1
8406,peca1
4208,peca1
409,peca1
24444,peca1
28862,peca1
30176,peca1
2732,peca1
23649,peca1
19748,peca1
13707,peca1
15652,peca1
32366,peca1
19253,peca1
15640,peca1
16368,peca1
31917,peca1
34705,peca1
20878,peca1
28439,peca1
20258,peca1
36505,peca1
16093,peca1
19240,peca1
28415,peca1
22873,peca1
25015,peca1
19332,peca1
25763,peca1
36359,peca1
32546,peca1
2679,peca1
1270,peca1
16216,peca1
2446,peca1
14511,peca1
7961,peca1
14195,peca1
12171,peca1
28339,peca1
28640,peca1
19419,peca1
15023,peca1
16112,peca1
33335,peca1
24439,peca1
25940,peca1
3924,peca1
1279,peca1
6902,peca1
8530,peca1
31019,peca1
26191,peca1
32927,peca1
2952,peca1
18718,peca1
24350,peca1
35996,peca1
12463,peca1
16903,peca1
3182,peca1
4401,peca1
15184,peca1
2454,peca1
24022,peca1
24842,peca1
15626,peca1
22993,peca1
20828,peca1
1314,peca1
20842,peca1
16240,peca1
27122,peca1
982,peca1
30662,peca1
35297,peca1
20592,peca1
3845,peca1
377,peca1
9334,peca1
14467,peca1
24107,peca1
16640,peca1
20359,peca1
25873,peca1
4678,peca1
3423,peca1
4566,peca1
29642,peca1
31054,peca1
2583,peca1
9439,peca1
28501,peca1
13881,peca1
3958,peca1
21253,peca1
12981,peca1
4020,peca1
10963,peca1
18599,peca1
17516,peca1
15474,peca1
31099,peca1
2763,peca1
342,peca1
15798,peca1
10785,peca1
19138,peca1
676,peca1
32682,peca1
4845,peca1
13091,peca1
20380,peca1
35032,peca1
32752,peca1
17631,peca1
20677,peca1
7726,peca1
24981,peca1
11696,peca1
446,peca1
7690,peca1
30756,peca1
32939,peca1
30658,peca1
35839,peca1
7356,peca1
18537,peca1
26971,peca1
10640,peca1
14042,peca1
10084,peca1
21894,peca1
22106,peca1
2480,peca1
14971,peca1
18999,peca1
4338,peca1
25501,peca1
11970,peca1
36514,peca1
36512,peca1
11623,peca1
20404,peca1
12413,peca1
25698,peca1
16123,peca1
13387,peca1
17042,peca1
13599,peca1
33241,peca1
22809,peca1
9006,peca1
36139,peca1
8695,peca1
3395,peca1
11669,peca1
22241,peca1
157,peca1
36494,peca1
16949,peca1
14823,peca1
24414,peca1
17655,peca1
23819,peca1
31931,peca1
13837,peca1
6093,peca1
956,peca1
6127,peca1
29003,peca1
14110,peca1
30057,peca1
1425,peca1
28164,peca1
20831,peca1
18361,peca1
14385,peca1
25650,peca1
3737,peca1
8143,peca1
31071,peca1
15557,peca1
4985,peca1
11375,peca1
18578,peca1
18362,peca1
24184,peca1
7862,peca1
4542,peca1
14692,peca1
17621,peca1
5679,peca1
26522,peca1
1111,peca1
25628,peca1
16337,peca1
36487,peca1
1040,peca1
14898,peca1
23041,peca1
4507,peca1
33281,peca1
6802,peca1
508,peca1
32578,peca1
12733,peca1
19024,peca1
26845,peca1
26480,peca1
21134,peca1
5166,peca1
23481,peca1
31981,peca1
289,peca1
10317,peca1
30484,peca1
4498,peca1
4854,peca1
17368,peca1
6817,peca1
17343,peca1
1989,peca1
13332,peca1
23807,peca1
13467,peca1
5656,peca1
27865,peca1
2637,peca1
14026,peca1
21295,peca1
21880,peca1
35046,peca1
27077,peca1
19135,peca1
28049,peca1
949,peca1
24306,peca1
4706,peca1
16751,peca1
8254,peca1
27597,peca1
25726,peca1
19013,peca1
14869,peca1
23610,peca1
5675,peca1
1849,peca1
24348,peca1
23077,peca1
33298,peca1
33885,peca1
25643,peca1
19879,peca1
27941,peca1
21102,peca1
15900,peca1
13056,peca1
1059,peca1
6994,peca1
34011,peca1
17848,peca1
34074,peca1
16767,peca1
8655,peca1
24754,peca1
11544,peca1
17719,peca1
21231,peca1
13012,peca1
3791,peca1
4950,peca1
20073,peca1
32973,peca1
36066,peca1
18770,peca1
33396,peca1
16460,peca1
29323,peca1
36405,peca1
20136,peca1
6800,peca1
22044,peca1
1188,peca1
24970,peca1
9797,peca1
8354,peca1
15130,peca1
24120,peca1
27592,peca1
30685,peca1
2142,peca1
8012,peca1
14237,peca1
33895,peca1
23887,peca1
1097,peca1
6926,peca1
12929,peca1
32524,peca1
22005,peca1
21438,peca1
14830,peca1
22335,peca1
28965,peca1
28399,peca1
4428,peca1
25587,peca1
9340,peca1
31834,peca1
890,peca1
28593,peca1
5427,peca1
11166,peca1
29893,peca1
22844,peca1
21075,peca1
9467,peca1
17985,peca1
35369,peca1
17049,peca1
29116,peca1
16030,peca1
34234,peca1
8441,peca1
16744,peca1
26673,peca1
17404,peca1
17450,peca1
23351,peca1
33205,peca1
24150,peca1
24396,peca1
2708,peca1
29526,peca1
36326,peca1
3052,peca1
20926,peca1
33695,peca1
21161,peca1
17079,peca1
28821,peca1
16285,peca1
23541,peca1
31774,peca1
28340,peca1
36298,peca1
3848,peca1
31249,peca1
19638,peca1
24229,peca1
21185,peca1
6970,peca1
20019,peca1
30419,peca1
28460,peca1
16131,peca1
26893,peca1
24845,peca1
9295,peca1
23730,peca1
8622,peca1
32885,peca1
8082,peca1
27861,peca1
9929,peca1
29288,peca1
35277,peca1
12216,peca1
1519,peca1
12919,peca1
19017,peca1
13677,peca1
33937,peca1
26436,peca1
24203,peca1
17858,peca1
31246,peca1
30025,peca1
35023,peca1
3600,peca1
439,peca1
20356,peca1
13811,peca1
19365,peca1
1408,peca1
14874,peca1
34052,peca1
9413,peca1
14640,peca1
32400,peca1
18988,peca1
14827,peca1
20161,peca1
29894,peca1
20454,peca1
22840,peca1
21218,peca1
35196,peca1
5932,peca1
15550,peca1
15725,peca1
7145,peca1
11291,peca1
6353,peca1
16557,peca1
28004,peca1
10266,peca1
16511,peca1
14720,peca1
35292,peca1
28468,peca1
35773,peca1
1457,peca1
18685,peca1
5892,peca1
18511,peca1
31915,peca1
13374,peca1
135,peca1
34139,peca1
35089,peca1
29959,peca1
32053,peca1
4659,peca1
27042,peca1
32446,peca1
18876,peca1
20737,peca1
12055,peca1
4794,peca1
34546,peca1
12855,peca1
32985,peca1
8937,peca1
697,peca1
3685,peca1
24798,peca1
12160,peca1
20552,peca1
6975,peca1
10357,peca1
32969,peca1
2152,peca1
9519,peca1
7505,peca1
34739,peca1
29645,peca1
15160,peca1
12534,peca1
13848,peca1
30497,peca1
13513,peca1
30545,peca1
7937,peca1
7212,peca1
7502,peca1
13235,peca1
18534,peca1
14172,peca1
31307,peca1
28492,peca1
27756,peca1
14929,peca1
15591,peca1
9382,peca1
26964,peca1
22891,peca1
21449,peca1
27455,peca1
18399,peca1
13959,peca1
27115,peca1
30386,peca1
31857,peca1
398,peca1
6095,peca1
1656,peca1
5081,peca1
8156,peca1
12930,peca1
32395,peca1
33150,peca1
14913,peca1
26647,peca1
27312,peca1
15447,peca1
23511,peca1
4325,peca1
20727,peca1
10740,peca1
18204,peca1
3457,peca1
738,peca1
22855,peca1
8397,peca1
1811,peca1
15942,peca1
29453,peca1
15290,peca1
28430,peca1
36170,peca1
14266,peca1
28023,peca1
11506,peca1
7002,peca1
1612,peca1
11986,peca1
7205,peca1
33090,peca1
11347,peca1
32766,peca1
10812,peca1
12510,peca1
16476,peca1
24993,peca1
8972,peca1
16794,peca1
14043,peca1
10618,peca1
34551,peca1
35266,peca1
20524,peca1
5407,peca1
5830,peca1
25364,peca1
17713,peca1
31088,peca1
4732,peca1
8422,peca1
10454,peca1
5605,peca1
27995,peca1
32011,peca1
18852,peca1
12275,peca1
28358,peca1
21868,peca1
35485,peca1
34471,peca1
20990,peca1
9429,peca1
23534,peca1
24921,peca1
8907,peca1
20572,peca1
21618,peca1
30636,peca1
18183,peca1
3242,peca1
28279,peca1
26021,peca1
18144,peca1
21112,peca1
34789,peca1
20805,peca1
17842,peca1
26205,peca1
24313,peca1
12965,peca1
27747,peca1
23081,peca1
14229,peca1
27681,peca1
1753,peca1
34756,peca1
31472,peca1
18956,peca1
11171,peca1
29131,peca1
25978,peca1
8041,peca1
24764,peca1
14573,peca1
20250,peca1
2750,peca1
11522,peca1
36585,peca1
13172,peca1
24277,peca1
29522,peca1
27187,peca1
29996,peca1
12950,peca1
9764,peca1
15696,peca1
32675,peca1
34170,peca1
22843,peca1
17855,peca1
9586,peca1
10525,peca1
5138,peca1
370,peca1
9981,peca1
9945,peca1
8560,peca1
4282,peca1
5900,peca1
19942,peca1
21632,peca1
11122,peca1
2524,peca1
7464,peca1
13124,peca1
16822,peca1
32540,peca1
31230,peca1
18595,peca1
21254,peca1
6569,peca1
13901,peca1
18906,peca1
3981,peca1
24827,peca1
17820,peca1
31179,peca1
29244,peca1
19425,peca1
13852,peca1
2659,peca1
13859,peca1
29898,peca1
31949,peca1
1215,peca1
33602,peca1
2932,peca1
9554,peca1
9201,peca1
11184,peca1
10912,peca1
7549,peca1
21571,peca1
304,peca1
27420,peca1
28885,peca1
12203,peca1
19572,peca1
24643,peca1
32251,peca1
19670,peca1
33270,peca1
34465,peca1
35381,peca1
24191,peca1
30090,peca1
8181,peca1
8896,peca1
15573,peca1
17661,peca1
26778,peca1
23164,peca1
21470,peca1
16331,peca1
28969,peca1
2983,peca1
22401,peca1
32623,peca1
16522,peca1
31772,peca1
13226,peca1
16487,peca1
34954,peca1
9106,peca1
16469,peca1
30229,peca1
716,peca1
13307,peca1
11321,peca1
35128,peca1
18997,peca1
23616,peca1
36043,peca1
16550,peca1
27130,peca1
17814,peca1
29834,peca1
1671,peca1
34257,peca1
15134,peca1
16437,peca1
23754,peca1
24112,peca1
3943,peca1
34267,peca1
21910,peca1
14288,peca1
28320,peca1
2881,peca1
7328,peca1
26051,peca1
35793,peca1
26824,peca1
16799,peca1
23076,peca1
34555,peca1
790,peca1
27056,peca1
1152,peca1
27159,peca1
10050,peca1
13302,peca1
31593,peca1
19826,peca1
6606,peca1
29281,peca1
14557,peca1
30423,peca1
9941,peca1
10708,peca1
13683,peca1
2538,peca1
31189,peca1
27726,peca1
33858,peca1
17509,peca1
30557,peca1
3178,peca1
3907,peca1
30509,peca1
33277,peca1
1744,peca1
18244,peca1
27053,peca1
27328,peca1
9675,peca1
11020,peca1
32866,peca1
3822,peca1
16281,peca1
24210,peca1
16388,peca1
24121,peca1
19199,peca1
34672,peca1
10855,peca1
9802,peca1
25166,peca1
8206,peca1
31251,peca1
9988,peca1
7803,peca1
23896,peca1
1304,peca1
16520,peca1
20064,peca1
4117,peca1
14070,peca1
1219,peca1
14818,peca1
12471,peca1
17247,peca1
36539,peca1
25910,peca1
33564,peca1
20514,peca1
28529,peca1
36244,peca1
21126,peca1
22712,peca1
872,peca1
22709,peca1
13639,peca1
31325,peca1
4162,peca1
12567,peca1
207,peca1
9694,peca1
29018,peca1
27297,peca1
34010,peca1
13461,peca1
18499,peca1
24720,peca1
20830,peca1
6291,peca1
8611,peca1
18449,peca1
10695,peca1
5777,peca1
14611,peca1
14634,peca1
535,peca1
4806,peca1
22563,peca1
8559,peca1
18161,peca1
6295,peca1
9314,peca1
24311,peca1
18405,peca1
12024,peca1
27525,peca1
26584,peca1
2851,peca1
15055,peca1
25668,peca1
36188,peca1
629,peca1
25029,peca1
28910,peca1
34169,peca1
20393,peca1
34080,peca1
30101,peca1
23874,peca1
32478,peca1
8339,peca1
2925,peca1
30885,peca1
24288,peca1
24897,peca1
30441,peca1
36476,peca1
35706,peca1
17873,peca1
33111,peca1
15952,peca1
32026,peca1
10408,peca1
25064,peca1
33183,peca1
26652,peca1
3381,peca1
8241,peca1
15676,peca1
4301,peca1
24241,peca1
22218,peca1
9420,peca1
12590,peca1
26084,peca1
25570,peca1
7337,peca1
10527,peca1
1813,peca1
17497,peca1
33522,peca1
4793,peca1
23966,peca1
35440,peca1
10286,peca1
18478,peca1
4134,peca1
19173,peca1
13299,peca1
22738,peca1
27308,peca1
15364,peca1
26280,peca1
1382,peca1
12753,peca1
27561,peca1
14270,peca1
26162,peca1
21052,peca1
29206,peca1
9437,peca1
20476,peca1
35530,peca1
24663,peca1
27840,peca1
12453,peca1
25146,peca1
10135,peca1
26393,peca1
34727,peca1
18122,peca1
31926,peca1
11570,peca1
17686,peca1
9153,peca1
7051,peca1
17717,peca1
28893,peca1
22314,peca1
34714,peca1
28564,peca1
21581,peca1
2640,peca1
4495,peca1
33580,peca1
8385,peca1
6738,peca1
31662,peca1
14036,peca1
15853,peca1
17311,peca1
12049,peca1
4462,peca1
7276,peca1
27359,peca1
36591,peca1
24145,peca1
20142,peca1
28991,peca1
11640,peca1
31050,peca1
16532,peca1
17705,peca1
2748,peca1
17280,peca1
35436,peca1
35183,peca1
61,peca1
25864,peca1
5494,peca1
28557,peca1
7123,peca1
25542,peca1
411,peca1
5588,peca1
35271,peca1
10505,peca1
31950,peca1
20227,peca1
28816,peca1
34042,peca1
31892,peca1
16233,peca1
7443,peca1
1861,peca1
2295,peca1
35371,peca1
31039,peca1
3420,peca1
19612,peca1
10524,peca1
15442,peca1
14412,peca1
35753,peca1
28461,peca1
9181,peca1
27449,peca1
20709,peca1
7466,peca1
30619,peca1
2693,peca1
1693,peca1
13691,peca1
27228,peca1
6867,peca1
22874,peca1
10943,peca1
25321,peca1
27253,peca1
20965,peca1
25921,peca1
16164,peca1
12238,peca1
29668,peca1
19570,peca1
2586,peca1
22189,peca1
32594,peca1
32215,peca1
15505,peca1
26525,peca1
17637,peca1
9579,peca1
8083,peca1
10368,peca1
30542,peca1
1022,peca1
25273,peca1
4809,peca1
16156,peca1
24650,peca1
14224,peca1
28837,peca1
11151,peca1
24551,peca1
30938,peca1
13415,peca1
18023,peca1
33140,peca1
16370,peca1
7694,peca1
15434,peca1
35854,peca1
19963,peca1
22387,peca1
3137,peca1
19737,peca1
14988,peca1
19960,peca1
20152,peca1
26174,peca1
34034,peca1
7431,peca1
22068,peca1
22070,peca1
25232,peca1
2176,peca1
230,peca1
34420,peca1
6686,peca1
35689,peca1
29060,peca1
6588,peca1
17488,peca1
21434,peca1
18828,peca1
16380,peca1
32793,peca1
31086,peca1
13669,peca1
33101,peca1
32552,peca1
21647,peca1
18736,peca1
1400,peca1
9196,peca1
14319,peca1
24259,peca1
21968,peca1
19920,peca1
22008,peca1
12234,peca1
25461,peca1
26924,peca1
20353,peca1
13608,peca1
12159,peca1
27105,peca1
11879,peca1
32833,peca1
8904,peca1
35852,peca1
34248,peca1
14742,peca1
19143,peca1
28443,peca1
31123,peca1
22943,peca1
35731,peca1
2800,peca1
3826,peca1
21454,peca1
8882,peca1
31025,peca1
24465,peca1
7125,peca1
7764,peca1
30812,peca1
14355,peca1
23027,peca1
2414,peca1
14615,peca1
31615,peca1
7408,peca1
27957,peca1
31815,peca1
34925,peca1
1109,peca1
5413,peca1
10766,peca1
30810,peca1
922,peca1
2777,peca1
17984,peca1
26214,peca1
13855,peca1
7956,peca1
25882,peca1
17099,peca1
10428,peca1
14157,peca1
10919,peca1
21781,peca1
35637,peca1
17936,peca1
21027,peca1
5922,peca1
31133,peca1
18197,peca1
11024,peca1
35367,peca1
31007,peca1
20260,peca1
35688,peca1
29190,peca1
33866,peca1
29949,peca1
17386,peca1
8722,peca1
817,peca1
25368,peca1
794,peca1
7555,peca1
27599,peca1
15338,peca1
2399,peca1
154,peca1
36399,peca1
8022,peca1
25672,peca1
7761,peca1
5084,peca1
13858,peca1
17427,peca1
18348,peca1
33658,peca1
14904,peca1
4169,peca1
9328,peca1
2060,peca1
15967,peca1
23729,peca1
34690,peca1
12592,peca1
34984,peca1
11016,peca1
12041,peca1
7070,peca1
2433,peca1
17610,peca1
34733,peca1
23988,peca1
21096,peca1
26841,peca1
1000,peca1
6907,peca1
2927,peca1
13549,peca1
6932,peca1
26981,peca1
277,peca1
10909,peca1
13739,peca1
6422,peca1
17012,peca1
6345,peca1
9643,peca1
11914,peca1
6838,peca1
21957,peca1
9362,peca1
33711,peca1
5505,peca1
34926,peca1
17933,peca1
13710,peca1
3365,peca1
32140,peca1
29939,peca1
7971,peca1
6156,peca1
21034,peca1
19633,peca1
9568,peca1
20590,peca1
29178,peca1
36439,peca1
18060,peca1
8212,peca1
7618,peca1
28858,peca1
8068,peca1
4302,peca1
30919,peca1
26046,peca1
17351,peca1
32840,peca1
4500,peca1
31975,peca1
23825,peca1
29509,peca1
6337,peca1
33744,peca1
34503,peca1
35540,peca1
32337,peca1
24371,peca1
29034,peca1
24475,peca1
125,peca1
15179,peca1
17352,peca1
15909,peca1
4436,peca1
9535,peca1
21656,peca1
21917,peca1
3827,peca1
5828,peca1
30052,peca1
28838,peca1
5045,peca1
2876,peca1
20147,peca1
15225,peca1
18929,peca1
31124,peca1
17521,peca1
8353,peca1
21110,peca1
35937,peca1
14672,peca1
12513,peca1
32558,peca1
34185,peca1
22552,peca1
18359,peca1
25523,peca1
23681,peca1
1555,peca1
2025,peca1
29092,peca1
2818,peca1
17004,peca1
5507,peca1
34654,peca1
35704,peca1
25216,peca1
11315,peca1
21238,peca1
9195,peca1
27783,peca1
15310,peca1
26220,peca1
14861,peca1
19529,peca1
35888,peca1
16916,peca1
29790,peca1
4607,peca1
34126,peca1
32635,peca1
30664,peca1
3549,peca1
2455,peca1
19819,peca1
6594,peca1
30544,peca1
36214,peca1
23192,peca1
8803,peca1
33958,peca1
21132,peca1
30088,peca1
27280,peca1
25797,peca1
34976,peca1
35325,peca1
11650,peca1
29157,peca1
35997,peca1
1602,peca1
9784,peca1
1971,peca1
36290,peca1
20611,peca1
20153,peca1
6654,peca1
24322,peca1
13018,peca1
29445,peca1
20588,peca1
27695,peca1
13566,peca1
21947,peca1
14756,peca1
3428,peca1
4088,peca1
18438,peca1
9073,peca1
25540,peca1
24349,peca1
27237,peca1
9430,peca1
28163,peca1
14453,peca1
24182,peca1
32718,peca1
28032,peca1
56,peca1
35649,peca1
15027,peca1
29623,peca1
22653,peca1
14089,peca1
3296,peca1
21702,peca1
33115,peca1
1192,peca1
22453,peca1
35975,peca1
4643,peca1
18991,peca1
22822,peca1
27506,peca1
9680,peca1
28726,peca1
8336,peca1
16618,peca1
22743,peca1
4064,peca1
8755,peca1
17271,peca1
23150,peca1
32886,peca1
25690,peca1
5951,peca1
35678,peca1
7342,peca1
33219,peca1
35246,peca1
27857,peca1
25249,peca1
18895,peca1
20616,peca1
21260,peca1
27430,peca1
1949,peca1
159,peca1
31008,peca1
2380,peca1
13315,peca1
32575,peca1
9933,peca1
443,peca1
6438,peca1
30388,peca1
6997,peca1
4033,peca1
31663,peca1
25098,peca1
26449,peca1
21827,peca1
6747,peca1
32107,peca1
24724,peca1
8347,peca1
22729,peca1
20005,peca1
18368,peca1
7362,peca1
10152,peca1
26579,peca1
36571,peca1
158,peca1
31280,peca1
30273,peca1
19657,peca1
18761,peca1
11066,peca1
9468,peca1
694,peca1
35727,peca1
11075,peca1
31588,peca1
25599,peca1
646,peca1
23991,peca1
16268,peca1
14073,peca1
308,peca1
33137,peca1
6100,peca1
17169,peca1
20255,peca1
22013,peca1
34919,peca1
17419,peca1
26088,peca1
