index,maquina,data,falha
31422,86,2015-10-05,ok
14406,40,2015-04-19,ok
4148,12,2015-04-29,ok
30979,85,2015-07-20,ok
32481,89,2015-08-25,ok
4213,12,2015-07-03,ok
118,1,2015-04-29,ok
26809,74,2015-02-28,ok
30455,84,2015-02-12,ok
15666,43,2015-09-28,ok
22338,61,2015-12-17,ok
23871,66,2015-02-21,ok
28719,79,2015-05-19,ok
11135,31,2015-05-17,ok
31661,87,2015-05-31,ok
18806,52,2015-04-25,ok
5814,16,2015-11-10,ok
22256,61,2015-09-26,ok
7396,21,2015-03-05,ok
4882,14,2015-04-28,ok
14543,40,2015-09-03,ok
19233,53,2015-06-24,ok
30001,82,2015-11-19,ok
34887,96,2015-03-19,ok
14343,40,2015-02-15,ok
34915,96,2015-04-16,ok
26797,74,2015-02-16,ok
33227,91,2015-09-07,ok
6226,17,2015-12-24,ok
20415,56,2015-09-16,ok
12173,34,2015-03-15,ok
35525,97,2015-12-15,ok
16249,45,2015-05-02,ok
21315,59,2015-03-01,ok
24965,69,2015-02-16,ok
34125,94,2015-02-18,ok
4210,12,2015-06-30,ok
32673,90,2015-03-04,ok
35118,96,2015-11-05,ok
11981,33,2015-09-05,ok
26888,74,2015-05-18,ok
26566,73,2015-07-01,ok
8332,23,2015-09-22,ok
12456,34,2015-12-23,ok
31094,85,2015-11-12,ok
25563,70,2015-10-06,ok
14695,41,2015-02-01,comp1
7975,22,2015-10-01,ok
9951,28,2015-02-21,ok
18844,52,2015-06-02,ok
31049,85,2015-09-28,ok
34522,95,2015-03-20,ok
3723,11,2015-03-03,ok
2965,9,2015-02-05,ok
33356,92,2015-01-13,ok
26108,72,2015-04-01,ok
2527,7,2015-11-26,ok
4163,12,2015-05-14,ok
23184,64,2015-04-08,ok
30424,84,2015-01-12,ok
32087,88,2015-07-30,ok
26743,73,2015-12-25,ok
12237,34,2015-05-18,ok
14675,41,2015-01-12,ok
5221,15,2015-03-31,ok
32170,88,2015-10-20,ok
30367,83,2015-11-18,ok
17055,47,2015-07-15,ok
24684,68,2015-05-12,ok
16737,46,2015-09-01,ok
24315,67,2015-05-09,ok
19356,53,2015-10-25,ok
34135,94,2015-02-28,ok
29255,80,2015-11-05,ok
27004,74,2015-09-11,ok
10333,29,2015-03-09,ok
7278,20,2015-11-08,ok
30681,84,2015-09-26,ok
13920,38,2015-12-21,ok
16763,46,2015-09-27,ok
351,1,2015-12-18,ok
29818,82,2015-05-20,ok
490,2,2015-05-04,ok
26604,73,2015-08-08,ok
9253,26,2015-03-27,ok
7848,22,2015-05-27,ok
18433,51,2015-04-19,ok
24590,68,2015-02-07,ok
14136,39,2015-07-24,ok
30070,83,2015-01-26,ok
5291,15,2015-06-09,ok
19636,54,2015-07-31,ok
24171,66,2015-12-17,ok
17877,49,2015-10-12,comp4
20422,56,2015-09-23,ok
27119,75,2015-01-03,ok
978,3,2015-09-03,ok
2085,6,2015-09-12,ok
7427,21,2015-04-05,ok
6653,19,2015-02-22,ok
11663,32,2015-10-24,ok
2794,8,2015-08-19,ok
19363,53,2015-11-01,ok
32612,90,2015-01-02,ok
2189,6,2015-12-25,ok
24481,67,2015-10-22,ok
26840,74,2015-03-31,ok
1851,6,2015-01-21,ok
15392,42,2015-12-29,ok
17050,47,2015-07-10,ok
2345,7,2015-05-28,ok
32439,89,2015-07-14,ok
17568,48,2015-12-09,ok
23196,64,2015-04-20,ok
30466,84,2015-02-23,ok
8153,23,2015-03-27,ok
4516,13,2015-04-30,ok
31092,85,2015-11-10,ok
4655,13,2015-09-15,ok
699,2,2015-11-29,ok
27321,75,2015-07-24,ok
18755,52,2015-03-05,ok
15185,42,2015-06-05,comp2
13470,37,2015-09-29,ok
25474,70,2015-07-09,ok
280,1,2015-10-08,ok
3495,10,2015-07-19,ok
22223,61,2015-08-24,ok
27951,77,2015-04-13,ok
5610,16,2015-04-21,ok
20557,57,2015-02-03,ok
20911,58,2015-01-22,ok
5047,14,2015-10-10,ok
7995,22,2015-10-21,ok
31205,86,2015-03-02,ok
10481,29,2015-08-04,ok
34693,95,2015-09-07,ok
36504,100,2015-08-16,ok
35379,97,2015-07-22,ok
36159,99,2015-09-06,ok
22597,62,2015-09-01,ok
6139,17,2015-09-29,ok
9849,27,2015-11-12,ok
20502,56,2015-12-11,ok
28071,77,2015-08-11,ok
18518,51,2015-07-13,ok
11163,31,2015-06-14,ok
12282,34,2015-07-02,ok
26775,74,2015-01-25,ok
3430,10,2015-05-15,ok
33007,91,2015-01-30,ok
1706,5,2015-08-30,ok
5442,15,2015-11-06,ok
20866,57,2015-12-09,ok
17168,47,2015-11-05,ok
24010,66,2015-07-09,ok
35258,97,2015-03-23,ok
17810,49,2015-08-07,ok
253,1,2015-09-11,ok
34812,96,2015-01-03,ok
20546,57,2015-01-23,ok
25590,70,2015-11-02,ok
35886,98,2015-12-08,ok
33949,93,2015-08-27,ok
34386,94,2015-11-06,ok
16073,44,2015-11-08,ok
14090,39,2015-06-08,ok
24431,67,2015-09-02,ok
22054,61,2015-03-08,ok
25489,70,2015-07-24,ok
2038,6,2015-07-27,ok
4175,12,2015-05-26,ok
15757,43,2015-12-28,ok
6936,19,2015-12-02,ok
12333,34,2015-08-22,ok
28993,80,2015-02-16,ok
8746,24,2015-11-09,ok
36173,99,2015-09-20,ok
10960,30,2015-11-24,ok
20556,57,2015-02-02,ok
5289,15,2015-06-07,ok
33815,93,2015-04-15,ok
2616,8,2015-02-22,ok
34003,93,2015-10-20,ok
14816,41,2015-06-02,ok
18093,50,2015-05-15,ok
9033,25,2015-08-20,ok
26428,73,2015-02-13,ok
19357,53,2015-10-26,ok
6616,19,2015-01-16,ok
11145,31,2015-05-27,ok
35811,98,2015-09-24,ok
26959,74,2015-07-28,ok
20041,55,2015-09-08,ok
5253,15,2015-05-02,ok
14067,39,2015-05-16,ok
5372,15,2015-08-29,ok
3799,11,2015-05-17,ok
12102,34,2015-01-03,ok
31165,86,2015-01-21,ok
6852,19,2015-09-09,ok
18922,52,2015-08-19,ok
10875,30,2015-08-31,ok
34627,95,2015-07-03,ok
20626,57,2015-04-13,ok
8008,22,2015-11-03,comp3
26362,72,2015-12-11,ok
19472,54,2015-02-17,ok
22423,62,2015-03-11,ok
36123,99,2015-08-01,comp2
1867,6,2015-02-06,ok
33521,92,2015-06-26,ok
13816,38,2015-09-09,ok
4763,13,2015-12-31,ok
10422,29,2015-06-06,ok
30654,84,2015-08-30,ok
13158,36,2015-11-22,ok
19256,53,2015-07-17,ok
6912,19,2015-11-08,ok
27559,76,2015-03-18,ok
30503,84,2015-04-01,ok
602,2,2015-08-24,ok
12468,35,2015-01-03,ok
21795,60,2015-06-23,ok
10900,30,2015-09-25,ok
6597,18,2015-12-29,ok
6385,18,2015-05-31,ok
15150,42,2015-05-01,ok
16486,45,2015-12-25,ok
2595,8,2015-02-01,ok
15760,43,2015-12-31,ok
10487,29,2015-08-10,ok
10205,28,2015-11-02,ok
15917,44,2015-06-05,ok
7007,20,2015-02-10,ok
28669,79,2015-03-30,ok
28304,78,2015-03-31,ok
2621,8,2015-02-27,ok
32480,89,2015-08-24,ok
15567,43,2015-06-21,ok
29271,80,2015-11-21,ok
16542,46,2015-02-18,ok
31882,88,2015-01-06,ok
35299,97,2015-05-03,ok
18288,50,2015-11-26,ok
4723,13,2015-11-22,ok
7729,22,2015-01-30,ok
35723,98,2015-06-29,comp1
28880,79,2015-10-27,ok
20167,56,2015-01-11,ok
16567,46,2015-03-15,ok
30898,85,2015-04-30,ok
13206,37,2015-01-08,ok
35130,96,2015-11-17,ok
3678,11,2015-01-17,ok
24766,68,2015-08-02,ok
16470,45,2015-12-09,ok
25980,71,2015-11-25,ok
25210,69,2015-10-19,ok
22721,63,2015-01-02,ok
521,2,2015-06-04,ok
13156,36,2015-11-20,ok
3333,10,2015-02-07,ok
34902,96,2015-04-03,ok
35049,96,2015-08-28,ok
23810,65,2015-12-23,ok
35965,99,2015-02-24,ok
30925,85,2015-05-27,ok
15251,42,2015-08-10,ok
2579,8,2015-01-16,ok
9678,27,2015-05-25,ok
8772,24,2015-12-05,ok
2100,6,2015-09-27,ok
27089,74,2015-12-05,ok
33129,91,2015-06-01,ok
25600,70,2015-11-12,ok
32436,89,2015-07-11,ok
15747,43,2015-12-18,ok
13116,36,2015-10-11,ok
10509,29,2015-09-01,ok
4323,12,2015-10-21,ok
30963,85,2015-07-04,ok
25714,71,2015-03-04,ok
3759,11,2015-04-08,ok
10542,29,2015-10-04,ok
226,1,2015-08-15,ok
7455,21,2015-05-03,ok
27614,76,2015-05-12,ok
32527,89,2015-10-10,ok
23230,64,2015-05-24,ok
14719,41,2015-02-25,ok
11416,32,2015-02-20,ok
21065,58,2015-06-25,ok
16050,44,2015-10-16,ok
19655,54,2015-08-19,ok
33728,93,2015-01-18,ok
33388,92,2015-02-14,ok
36545,100,2015-09-26,ok
10503,29,2015-08-26,ok
29176,80,2015-08-18,ok
25961,71,2015-11-06,ok
35205,97,2015-01-29,ok
29099,80,2015-06-02,ok
31792,87,2015-10-09,ok
4039,12,2015-01-10,ok
6392,18,2015-06-07,ok
5485,15,2015-12-19,ok
9638,27,2015-04-15,ok
8444,24,2015-01-11,ok
22629,62,2015-10-03,ok
20568,57,2015-02-14,ok
11445,32,2015-03-21,ok
8061,22,2015-12-26,ok
24069,66,2015-09-06,ok
5112,14,2015-12-14,ok
21446,59,2015-07-10,ok
4730,13,2015-11-29,ok
15234,42,2015-07-24,ok
2020,6,2015-07-09,ok
32425,89,2015-06-30,ok
12775,35,2015-11-05,ok
28925,79,2015-12-11,ok
7425,21,2015-04-03,ok
16322,45,2015-07-14,ok
9506,26,2015-12-05,ok
19044,52,2015-12-18,ok
22300,61,2015-11-09,ok
7252,20,2015-10-13,ok
6954,19,2015-12-20,ok
3147,9,2015-08-06,ok
32845,90,2015-08-22,ok
8435,24,2015-01-02,comp1
34974,96,2015-06-14,ok
20111,55,2015-11-17,ok
9623,27,2015-03-31,ok
33571,92,2015-08-15,ok
22697,62,2015-12-10,ok
23394,64,2015-11-04,ok
3005,9,2015-03-17,ok
30383,83,2015-12-04,ok
1930,6,2015-04-10,ok
1213,4,2015-04-25,ok
8788,24,2015-12-21,ok
11702,32,2015-12-02,ok
7964,22,2015-09-20,ok
29634,81,2015-11-18,ok
22057,61,2015-03-11,ok
33226,91,2015-09-06,ok
23145,64,2015-02-28,ok
22672,62,2015-11-15,ok
36361,100,2015-03-26,ok
31783,87,2015-09-30,ok
30099,83,2015-02-24,ok
3092,9,2015-06-12,ok
13408,37,2015-07-29,ok
17220,47,2015-12-27,ok
29866,82,2015-07-07,ok
5401,15,2015-09-27,ok
7477,21,2015-05-25,ok
33490,92,2015-05-26,ok
36325,100,2015-02-18,ok
27104,74,2015-12-20,ok
24596,68,2015-02-13,ok
21783,60,2015-06-11,ok
7734,22,2015-02-04,ok
16759,46,2015-09-23,ok
35751,98,2015-07-26,ok
24092,66,2015-09-29,ok
8597,24,2015-06-13,ok
21368,59,2015-04-23,ok
4065,12,2015-02-05,ok
10853,30,2015-08-09,ok
21336,59,2015-03-22,ok
16647,46,2015-06-03,ok
18548,51,2015-08-12,ok
6731,19,2015-05-11,ok
30936,85,2015-06-07,ok
8986,25,2015-07-05,ok
22627,62,2015-10-01,ok
1686,5,2015-08-10,ok
1527,5,2015-03-04,ok
7696,21,2015-12-29,ok
5102,14,2015-12-04,ok
33097,91,2015-04-30,ok
8142,23,2015-03-16,ok
22524,62,2015-06-20,ok
36559,100,2015-10-10,ok
2333,7,2015-05-16,ok
22861,63,2015-05-21,ok
15210,42,2015-06-30,ok
36234,99,2015-11-20,ok
9537,27,2015-01-04,ok
19191,53,2015-05-13,comp2
18700,52,2015-01-10,ok
31342,86,2015-07-17,ok
17816,49,2015-08-13,ok
14081,39,2015-05-30,ok
20280,56,2015-05-04,ok
24309,67,2015-05-03,ok
24602,68,2015-02-19,ok
15135,42,2015-04-16,ok
1736,5,2015-09-29,ok
32807,90,2015-07-16,ok
26537,73,2015-06-02,ok
24646,68,2015-04-04,ok
25128,69,2015-07-29,ok
30347,83,2015-10-29,ok
28763,79,2015-07-02,ok
17966,50,2015-01-08,ok
339,1,2015-12-06,ok
36063,99,2015-06-02,comp4
13747,38,2015-07-02,ok
17547,48,2015-11-18,ok
7725,22,2015-01-26,ok
15844,44,2015-03-24,ok
34878,96,2015-03-10,ok
20530,57,2015-01-07,ok
16023,44,2015-09-19,ok
2652,8,2015-03-30,ok
23752,65,2015-10-26,ok
25179,69,2015-09-18,ok
31674,87,2015-06-13,ok
17193,47,2015-11-30,ok
33841,93,2015-05-11,ok
12986,36,2015-06-03,ok
6321,18,2015-03-28,ok
31830,87,2015-11-16,ok
24888,68,2015-12-02,ok
19353,53,2015-10-22,ok
26010,71,2015-12-25,ok
21428,59,2015-06-22,ok
5759,16,2015-09-16,ok
7286,20,2015-11-16,ok
17652,49,2015-03-02,ok
31470,86,2015-11-22,ok
20275,56,2015-04-29,comp2
28474,78,2015-09-17,ok
5591,16,2015-04-02,comp1
27975,77,2015-05-07,ok
2290,7,2015-04-03,ok
20085,55,2015-10-22,ok
30061,83,2015-01-17,ok
24096,66,2015-10-03,ok
9978,28,2015-03-20,ok
26837,74,2015-03-28,ok
1237,4,2015-05-19,ok
30631,84,2015-08-07,ok
18315,50,2015-12-23,ok
19048,52,2015-12-22,ok
14917,41,2015-09-11,ok
1206,4,2015-04-18,ok
2056,6,2015-08-14,ok
36146,99,2015-08-24,ok
2224,7,2015-01-27,ok
21603,59,2015-12-14,ok
29358,81,2015-02-15,ok
14984,41,2015-11-17,ok
22065,61,2015-03-19,ok
11438,32,2015-03-14,ok
6633,19,2015-02-02,ok
35353,97,2015-06-26,ok
17199,47,2015-12-06,ok
18820,52,2015-05-09,ok
16402,45,2015-10-02,ok
32740,90,2015-05-10,ok
25973,71,2015-11-18,ok
28389,78,2015-06-24,ok
34468,95,2015-01-25,ok
28941,79,2015-12-27,ok
15065,42,2015-02-05,ok
16120,44,2015-12-25,ok
25776,71,2015-05-05,ok
30230,83,2015-07-05,ok
20584,57,2015-03-02,ok
3027,9,2015-04-08,ok
8127,23,2015-03-01,ok
21724,60,2015-04-13,ok
17581,48,2015-12-22,ok
4409,13,2015-01-14,ok
24024,66,2015-07-23,ok
18102,50,2015-05-24,ok
13541,37,2015-12-09,ok
14291,39,2015-12-26,ok
12140,34,2015-02-10,ok
15424,43,2015-01-29,ok
32448,89,2015-07-23,ok
22148,61,2015-06-10,ok
13519,37,2015-11-17,ok
13263,37,2015-03-06,ok
14885,41,2015-08-10,ok
26815,74,2015-03-06,ok
28311,78,2015-04-07,ok
34883,96,2015-03-15,ok
31289,86,2015-05-25,ok
8748,24,2015-11-11,ok
11100,31,2015-04-12,ok
32975,90,2015-12-30,ok
28190,77,2015-12-08,ok
919,3,2015-07-06,ok
36511,100,2015-08-23,ok
15482,43,2015-03-28,ok
7979,22,2015-10-05,ok
4102,12,2015-03-14,ok
23370,64,2015-10-11,ok
22598,62,2015-09-02,ok
10678,30,2015-02-16,ok
16325,45,2015-07-17,ok
7380,21,2015-02-17,ok
26201,72,2015-07-03,ok
12174,34,2015-03-16,ok
13485,37,2015-10-14,ok
28715,79,2015-05-15,ok
26418,73,2015-02-03,ok
23324,64,2015-08-26,ok
5728,16,2015-08-16,ok
4671,13,2015-10-01,ok
7,1,2015-01-08,ok
15165,42,2015-05-16,ok
15063,42,2015-02-03,ok
31727,87,2015-08-05,ok
31057,85,2015-10-06,ok
14059,39,2015-05-08,ok
7257,20,2015-10-18,ok
23628,65,2015-06-25,ok
11130,31,2015-05-12,ok
24581,68,2015-01-29,ok
15095,42,2015-03-07,ok
32460,89,2015-08-04,ok
8046,22,2015-12-11,ok
28556,78,2015-12-08,ok
766,3,2015-02-03,ok
5969,17,2015-04-12,ok
14968,41,2015-11-01,ok
18542,51,2015-08-06,ok
11974,33,2015-08-29,comp4
17750,49,2015-06-08,ok
10195,28,2015-10-23,ok
29855,82,2015-06-26,ok
3442,10,2015-05-27,ok
9587,27,2015-02-23,ok
2006,6,2015-06-25,ok
2999,9,2015-03-11,ok
22848,63,2015-05-08,ok
28986,80,2015-02-09,ok
482,2,2015-04-26,ok
29012,80,2015-03-07,ok
31506,86,2015-12-28,ok
29313,81,2015-01-01,ok
18983,52,2015-10-19,ok
15017,41,2015-12-20,ok
30746,84,2015-11-30,ok
26631,73,2015-09-04,ok
5666,16,2015-06-16,comp1
27111,74,2015-12-27,ok
34666,95,2015-08-11,ok
28345,78,2015-05-11,ok
29489,81,2015-06-26,ok
8416,23,2015-12-15,ok
10987,30,2015-12-21,ok
3858,11,2015-07-15,ok
9244,26,2015-03-18,ok
26292,72,2015-10-02,ok
4879,14,2015-04-25,ok
3563,10,2015-09-25,ok
11710,32,2015-12-10,ok
12051,33,2015-11-14,ok
15008,41,2015-12-11,ok
18484,51,2015-06-09,ok
33357,92,2015-01-14,ok
3744,11,2015-03-24,ok
26325,72,2015-11-04,ok
30960,85,2015-07-01,ok
18745,52,2015-02-23,ok
4418,13,2015-01-23,ok
706,2,2015-12-06,ok
20554,57,2015-01-31,ok
1350,4,2015-09-09,ok
8053,22,2015-12-18,ok
6366,18,2015-05-12,ok
30670,84,2015-09-15,ok
26623,73,2015-08-27,ok
20104,55,2015-11-10,ok
631,2,2015-09-22,ok
27476,75,2015-12-26,ok
34269,94,2015-07-12,ok
1838,6,2015-01-08,ok
34534,95,2015-04-01,ok
22334,61,2015-12-13,ok
34044,93,2015-11-30,ok
10227,28,2015-11-24,ok
18295,50,2015-12-03,ok
9896,27,2015-12-29,ok
2972,9,2015-02-12,ok
3479,10,2015-07-03,ok
22961,63,2015-08-29,ok
17107,47,2015-09-05,ok
3222,9,2015-10-20,ok
20300,56,2015-05-24,ok
14972,41,2015-11-05,ok
9262,26,2015-04-05,ok
9590,27,2015-02-26,ok
36587,100,2015-11-07,ok
11282,31,2015-10-11,ok
12683,35,2015-08-06,ok
14851,41,2015-07-07,ok
1740,5,2015-10-03,ok
36082,99,2015-06-21,ok
30523,84,2015-04-21,ok
14935,41,2015-09-29,ok
5920,17,2015-02-23,ok
21501,59,2015-09-03,ok
3787,11,2015-05-05,ok
33951,93,2015-08-29,ok
32372,89,2015-05-08,ok
30587,84,2015-06-24,ok
15042,42,2015-01-13,ok
6617,19,2015-01-17,ok
5362,15,2015-08-19,ok
2324,7,2015-05-07,ok
17770,49,2015-06-28,ok
12691,35,2015-08-14,ok
5039,14,2015-10-02,ok
21650,60,2015-01-29,ok
12143,34,2015-02-13,ok
31037,85,2015-09-16,ok
24625,68,2015-03-14,ok
11461,32,2015-04-06,ok
29426,81,2015-04-24,ok
24433,67,2015-09-04,ok
13283,37,2015-03-26,ok
9810,27,2015-10-04,ok
34874,96,2015-03-06,ok
14901,41,2015-08-26,ok
22765,63,2015-02-14,ok
45,1,2015-02-15,ok
1599,5,2015-05-15,ok
33232,91,2015-09-12,ok
20416,56,2015-09-17,ok
31982,88,2015-04-16,ok
23937,66,2015-04-28,ok
8864,25,2015-03-06,ok
13839,38,2015-10-02,ok
458,2,2015-04-02,ok
22457,62,2015-04-14,ok
6741,19,2015-05-21,ok
23146,64,2015-03-01,ok
36089,99,2015-06-28,ok
7840,22,2015-05-20,ok
26153,72,2015-05-16,ok
35790,98,2015-09-03,ok
31046,85,2015-09-25,ok
7191,20,2015-08-13,ok
17394,48,2015-06-18,ok
14057,39,2015-05-06,ok
1984,6,2015-06-03,ok
3105,9,2015-06-25,ok
33939,93,2015-08-17,ok
20553,57,2015-01-30,ok
19987,55,2015-07-16,ok
23559,65,2015-04-17,ok
36584,100,2015-11-04,ok
17198,47,2015-12-05,ok
35502,97,2015-11-22,ok
22546,62,2015-07-12,ok
29811,82,2015-05-13,comp1
4004,11,2015-12-08,ok
8579,24,2015-05-26,ok
8970,25,2015-06-19,ok
18957,52,2015-09-23,ok
27473,75,2015-12-23,ok
30447,84,2015-02-04,comp2
16938,47,2015-03-20,ok
12118,34,2015-01-19,ok
16282,45,2015-06-04,ok
1071,3,2015-12-05,ok
28494,78,2015-10-07,ok
25069,69,2015-05-31,ok
1409,4,2015-11-07,ok
4399,13,2015-01-04,ok
12620,35,2015-06-04,ok
10055,28,2015-06-05,ok
10120,28,2015-08-09,ok
14775,41,2015-04-22,ok
14351,40,2015-02-23,ok
26958,74,2015-07-27,ok
30807,85,2015-01-29,ok
6928,19,2015-11-24,comp4
12541,35,2015-03-17,ok
15026,41,2015-12-29,ok
20673,57,2015-05-30,ok
29434,81,2015-05-02,ok
22422,62,2015-03-10,ok
760,3,2015-01-28,ok
11691,32,2015-11-21,ok
7430,21,2015-04-08,comp4
32365,89,2015-05-01,ok
13413,37,2015-08-03,ok
12766,35,2015-10-27,ok
9619,27,2015-03-27,ok
30820,85,2015-02-11,ok
27145,75,2015-01-29,ok
21729,60,2015-04-18,ok
24072,66,2015-09-09,ok
10197,28,2015-10-25,ok
7667,21,2015-11-30,ok
9140,25,2015-12-05,ok
35346,97,2015-06-19,ok
15177,42,2015-05-28,ok
30008,82,2015-11-26,ok
13292,37,2015-04-04,ok
3720,11,2015-02-28,ok
12669,35,2015-07-23,ok
14096,39,2015-06-14,ok
8476,24,2015-02-12,ok
7532,21,2015-07-19,ok
20158,56,2015-01-02,comp3
4994,14,2015-08-18,ok
33331,91,2015-12-20,ok
9833,27,2015-10-27,ok
21856,60,2015-08-23,ok
19547,54,2015-05-03,ok
14320,40,2015-01-23,ok
10891,30,2015-09-16,ok
22560,62,2015-07-26,ok
29982,82,2015-10-31,ok
19478,54,2015-02-23,ok
17114,47,2015-09-12,ok
33506,92,2015-06-11,ok
35918,99,2015-01-08,ok
2485,7,2015-10-15,ok
30707,84,2015-10-22,ok
34939,96,2015-05-10,ok
823,3,2015-04-01,ok
19507,54,2015-03-24,ok
7584,21,2015-09-08,ok
22276,61,2015-10-16,ok
12607,35,2015-05-22,ok
3070,9,2015-05-21,ok
36404,100,2015-05-08,ok
26026,72,2015-01-09,ok
816,3,2015-03-25,ok
30615,84,2015-07-22,ok
1348,4,2015-09-07,ok
9256,26,2015-03-30,ok
35411,97,2015-08-23,ok
25713,71,2015-03-03,ok
26033,72,2015-01-16,ok
10141,28,2015-08-30,ok
33455,92,2015-04-21,ok
25200,69,2015-10-09,ok
26751,74,2015-01-01,ok
21989,61,2015-01-02,ok
5317,15,2015-07-05,ok
33030,91,2015-02-22,ok
5049,14,2015-10-12,ok
29401,81,2015-03-30,ok
7825,22,2015-05-05,ok
21436,59,2015-06-30,ok
6681,19,2015-03-22,ok
31150,86,2015-01-06,ok
23936,66,2015-04-27,ok
1499,5,2015-02-04,ok
17636,49,2015-02-14,ok
31208,86,2015-03-05,ok
13751,38,2015-07-06,ok
6778,19,2015-06-27,comp4
31863,87,2015-12-19,ok
26089,72,2015-03-13,ok
35738,98,2015-07-13,ok
23218,64,2015-05-12,ok
16861,47,2015-01-02,ok
5909,17,2015-02-12,ok
34569,95,2015-05-06,ok
14608,40,2015-11-07,ok
19550,54,2015-05-06,ok
4821,14,2015-02-26,ok
30381,83,2015-12-02,ok
15736,43,2015-12-07,ok
31448,86,2015-10-31,ok
14154,39,2015-08-11,ok
30570,84,2015-06-07,ok
23987,66,2015-06-16,ok
21761,60,2015-05-20,ok
33003,91,2015-01-26,ok
6298,18,2015-03-05,ok
568,2,2015-07-21,ok
3473,10,2015-06-27,ok
12074,33,2015-12-07,ok
15291,42,2015-09-19,ok
34417,94,2015-12-06,ok
4741,13,2015-12-10,ok
15099,42,2015-03-11,ok
13079,36,2015-09-04,comp2
15619,43,2015-08-12,ok
17609,49,2015-01-18,ok
886,3,2015-06-03,ok
23233,64,2015-05-27,ok
5258,15,2015-05-07,ok
1165,4,2015-03-08,ok
18571,51,2015-09-04,ok
23349,64,2015-09-20,ok
19894,55,2015-04-14,ok
3503,10,2015-07-27,ok
7525,21,2015-07-12,ok
32044,88,2015-06-17,ok
16108,44,2015-12-13,ok
9645,27,2015-04-22,ok
30632,84,2015-08-08,ok
14737,41,2015-03-15,ok
2653,8,2015-03-31,ok
36316,100,2015-02-09,ok
20228,56,2015-03-13,ok
31051,85,2015-09-30,ok
29070,80,2015-05-04,ok
306,1,2015-11-03,ok
96,1,2015-04-07,ok
35081,96,2015-09-29,ok
32533,89,2015-10-16,ok
26164,72,2015-05-27,ok
15345,42,2015-11-12,ok
29587,81,2015-10-02,ok
6590,18,2015-12-22,ok
11620,32,2015-09-11,ok
21111,58,2015-08-10,ok
10043,28,2015-05-24,ok
21395,59,2015-05-20,comp4
9606,27,2015-03-14,ok
17194,47,2015-12-01,ok
10587,29,2015-11-18,ok
9668,27,2015-05-15,ok
35454,97,2015-10-05,ok
22307,61,2015-11-16,ok
9574,27,2015-02-10,ok
10874,30,2015-08-30,ok
14423,40,2015-05-06,ok
1809,5,2015-12-11,ok
28534,78,2015-11-16,ok
2231,7,2015-02-03,ok
18971,52,2015-10-07,ok
4767,14,2015-01-03,ok
2291,7,2015-04-04,ok
33416,92,2015-03-14,ok
27554,76,2015-03-13,ok
34881,96,2015-03-13,ok
30814,85,2015-02-05,ok
4652,13,2015-09-12,ok
22835,63,2015-04-25,ok
36475,100,2015-07-18,ok
9267,26,2015-04-10,ok
33765,93,2015-02-24,ok
15885,44,2015-05-04,ok
21198,58,2015-11-05,ok
20807,57,2015-10-11,ok
22216,61,2015-08-17,ok
27246,75,2015-05-10,ok
36608,100,2015-11-28,ok
27809,76,2015-11-23,ok
35181,97,2015-01-06,ok
27369,75,2015-09-10,ok
1170,4,2015-03-13,ok
31735,87,2015-08-13,ok
9547,27,2015-01-14,ok
10342,29,2015-03-18,ok
2585,8,2015-01-22,ok
20665,57,2015-05-22,ok
36225,99,2015-11-11,ok
23603,65,2015-05-31,comp1
30718,84,2015-11-02,ok
34324,94,2015-09-05,ok
11975,33,2015-08-30,ok
33413,92,2015-03-11,ok
6589,18,2015-12-21,ok
9955,28,2015-02-25,ok
36100,99,2015-07-09,ok
9399,26,2015-08-20,ok
26949,74,2015-07-18,ok
26757,74,2015-01-07,ok
20682,57,2015-06-08,ok
29064,80,2015-04-28,ok
24446,67,2015-09-17,ok
1830,5,2016-01-01,ok
13346,37,2015-05-28,ok
14359,40,2015-03-03,ok
29974,82,2015-10-23,ok
32153,88,2015-10-03,ok
32719,90,2015-04-19,ok
34743,95,2015-10-27,ok
18791,52,2015-04-10,ok
21967,60,2015-12-12,ok
17391,48,2015-06-15,ok
7194,20,2015-08-16,ok
12829,35,2015-12-29,ok
34900,96,2015-04-01,ok
24589,68,2015-02-06,ok
9247,26,2015-03-21,ok
32429,89,2015-07-04,ok
28178,77,2015-11-26,ok
3941,11,2015-10-06,ok
2164,6,2015-11-30,ok
35973,99,2015-03-04,comp3
35200,97,2015-01-24,comp4
8279,23,2015-07-31,ok
17076,47,2015-08-05,ok
17830,49,2015-08-27,ok
8632,24,2015-07-18,ok
27753,76,2015-09-28,ok
25917,71,2015-09-23,comp3
16857,46,2015-12-30,ok
23469,65,2015-01-17,ok
12652,35,2015-07-06,ok
28743,79,2015-06-12,ok
35378,97,2015-07-21,ok
920,3,2015-07-07,ok
25738,71,2015-03-28,ok
19560,54,2015-05-16,ok
4966,14,2015-07-21,ok
36408,100,2015-05-12,ok
14749,41,2015-03-27,ok
17559,48,2015-11-30,ok
13474,37,2015-10-03,ok
32279,89,2015-02-04,ok
19009,52,2015-11-13,ok
22688,62,2015-12-01,ok
19933,55,2015-05-23,ok
3487,10,2015-07-11,ok
18048,50,2015-03-31,ok
21631,60,2015-01-10,ok
15756,43,2015-12-27,ok
22731,63,2015-01-12,ok
35284,97,2015-04-18,ok
32583,89,2015-12-05,ok
8410,23,2015-12-09,ok
